SlaT-3247-n3	dico	v#v-w9_MPf34_MP	dico2-15	v#00971015	
SlaT-3248-n1	existimo	v#v-w591_MPf9_MP	existimo-03	v#00689344	
SlaT-3248-n6	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
3249a1	existimo	v#v-w591_MPf3_MP	existimo-03	v#00689344	
SlaT-3249-n1	sum	v#v-w2_MPf104_MP	have-mod-91		
3249a3	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3250-n6	memini	v#v-w1340_MPf2_MP	memini-02	v#00609506	
SlaT-3250-n8	dissero	v#v-w42_MPf6_MP	dissero2-01	v#00813978	
SlaT-3250-n11	obliviscor	v#v-w730_MPf2_MP	obliuiscor-02	v#00610167	
SlaT-3250-n15	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3251-n1	scio	v#v-w90_MPf13_MP	scio-04	v#00594621	
SlaT-3251-n4	dico	v#v-w9_MPf43_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3251-n13	dico	v#v-w9_MPf38_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3251-n15	studium	v#v-w59_MPf11_MP	studeo-03	v#00692143	
SlaT-3251-n18	exerceo	v#v-w251_MPf9_MP	exerceo-NEW-30	v#02108026	go through (mental or physical states or experiences)
SlaT-3252-n1	cognosco	v#v-w118_MPf24_MP	cognosco-02	v#00594337	
3253a1	video	v#v-w16_MPf36_MP	uideo-10	v#02133435	
SlaT-3253-n7	fio	v#v-w565_MPf8_MP	fio-02	v#00339934	
SlaT-3254-n2	video	v#v-w16_MPf51_MP	uideo-10	v#02133435	
SlaT-3254-n3	alienus	v#v-w1336_MPf2_MP			
SlaT-3255-n1	subigo	v#v-w856_MPf5_MP	subigo-NEW-13	v#01650425	urge or force (a person) to an action; constrain or motivate
SlaT-3255-n8	decerno	v#v-w635_MPf14_MP	decerno-05	v#00715868	
SlaT-3255-n11	designo	v#v-w55_MPf7_MP	designo-08	v#02391803	
SlaT-3256-n1	sum	v#v-w2_MPf107_MP	have-mod-91		
SlaT-3256-n3	dissero	v#v-w42_MPf7_MP	dissero2-02	v#01034312	
SlaT-3256-n4	timor	v#v-w1104_MPf4_MP			
SlaT-3256-n5	sum	v#v-w2_MPf115_MP	have-place-91		
SlaT-3257-n1	dico	v#v-w9_MPf87_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3257-n6	habeo	v#v-w73_MPf17_MP	have-91		
SlaT-3257-n9	sum	v#v-w2_MPf98_MP	have-identity-91		
3258a1	dico	v#v-w9_MPf47_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3258-n1	dissolvo	v#v-w1370_MPf1_MP	dissoluo-01	v#00199067	
3259a1	dico	v#v-w9_MPf47_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3259-n1	sum	v#v-w2_MPf171_MP	exist-91		
SlaT-3259-n5	cura	v#v-w314_MPf1_MP			
SlaT-3260-n2	addo	v#v-w443_MPf18_MP	addo-02	v#00182406	
SlaT-3260-n9	animadverto	v#v-w914_MPf2_MP	animaduerto-13	v#02499629	
SlaT-3261-n1	veto	v#v-w693_MPf2_MP	ueto-01	v#00795863	
SlaT-3262-n2	iubeo	v#v-w563_MPf2_MP	iubeo-01	v#00715868	
SlaT-3262-n9	eripio	v#v-w588_MPf13_MP	eripio-04	v#00571596	
SlaT-3262-n8	condemno	v#v-w1312_MPf2_MP	condemno-05	v#00906367	
SlaT-3262-n12	permitto	v#v-w107_MPf9_MP	permitto-01	v#00802946	
SlaT-3263-n1	sum	v#v-w2_MPf107_MP	have-mod-91		
3263a3	sum	v#v-w2_MPf107_MP	have-mod-91		
SlaT-3263-n4	neco	v#v-w1208_MPf5_MP	neco-03	v#01323958	
SlaT-3263-n5	verbero	v#v-w1371_MPf1_MP	uerbero-06	v#01411085	
SlaT-3264-n2	sum	v#v-w2_MPf99_MP	exist-91		
SlaT-3264-n9	convinco	v#v-w94_MPf5_MP	conuinco-06	v#00906367	
SlaT-3265-n1	convenio	v#v-w93_MPf32_MP	conuenio-03	v#00805376 	
3265a1	addo	v#v-w443_MPf18_MP	addo-02	v#00182406	
3265a5	animadverto	v#v-w914_MPf2_MP	animaduerto-13	v#02499629	
SlaT-3265-n3	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3265-n6	timeo	v#v-w567_MPf2_MP	timeo-01	v#01780202	
SlaT-3265-n10	neglego	v#v-w1164_MPf2_MP	neglego-NEW-01	v#00616857	neglect, disregard; [WN] give little or no attention to
SlaT-3266-n2	reprehendo	v#v-w1124_MPf2_MP	reprehendo-05	v#00826201	
SlaT-3266-n5	decerno	v#v-w635_MPf10_MP	decerno-02	v#00697589	
3267a1	reprehendo	v#v-w1124_MPf3_MP	reprehendo-05	v#00826201	
SlaT-3267-n5	moderor	v#v-w1184_MPf2_MP	moderor-09	v#02442205	
SlaT-3267-n6	libido	v#v-w1112_MPf9_MP			
SlaT-3268-n1	accido^cado	v#v-w120_MPf12_MP	accido-01	v#00339934	
SlaT-3268-n4	evenio	v#v-w724_MPf5_MP	euenio-01	v#00339934	
SlaT-3269-n1	considero	v#v-w27_MPf11_MP	considero-03	v#00711715	
SlaT-3269-n5	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3269-n6	statuo	v#v-w624_MPf5_MP	statuo-06	v#00699815	
SlaT-3270-n1	orior	v#v-w612_MPf3_MP	orior-10	v#02625786	
SlaT-3271-n2	transfero	v#v-w716_MPf5_MP	transfero-08	v#01435380	
SlaT-3271-n3	pervenio	v#v-w79_MPf29_MP	peruenio-07	v#02020590	
SlaT-3271-n6	ignarus	v#v-w1372_MPf1_MP			
SlaT-3272-n1	impono	v#v-w369_MPf9_MP	impono-15	v#02392762	
SlaT-3272-n3	devinco	v#v-w1373_MPf1_MP	deuinco-01	v#01108148	
SlaT-3272-n7	tracto	v#v-w745_MPf2_MP	tracto-07	v#01224415	
SlaT-3273-n1	coepio	v#v-w575_MPf4_MP	coepio-01	v#00345761	
SlaT-3273-n4	neco	v#v-w1208_MPf6_MP	neco-03	v#01323958	
SlaT-3273-n8	invideo	v#v-w889_MPf3_MP	inuideo-NEW-05	v#01774136	dislike intensely; feel antipathy or aversion towards
SlaT-3274-n3	laetor	v#v-w926_MPf3_MP	laetor-02	v#01813884 	
SlaT-3274-n5	dico	v#v-w9_MPf48_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3274-n6	fio	v#v-w565_MPf7_MP	fio-02	v#00339934	
SlaT-3275-n3	cresco	v#v-w648_MPf3_MP	cresco-03	v#00230746	
SlaT-3275-n5	licentia	v#v-w1187_MPf2_MP			
SlaT-3275-n6	interficio	v#v-w604_MPf4_MP	interficio-01	v#01323958	
SlaT-3275-n12	terreo	v#v-w668_MPf2_MP	terreo-03	v#01780941	
SlaT-3276-n1	do	v#v-w72_MPf19_MP	do-poenas-NEW-01		suffer punishment
SlaT-3276-n4	opprimo	v#v-w703_MPf5_MP	opprimo-09	v#01447257	
SlaT-3277-n1	laudo	v#v-w594_MPf5_MP	laudo-04/laudo-05	v#00860620/v#00880780	
SlaT-3277-n2	memoria	v#v-w1107_MPf4_MP			
SlaT-3277-n4	iubeo	v#v-w563_MPf2_MP	iubeo-01	v#00715868	
SlaT-3277-n6	victor	v#v-w1172_MPf1_MP	uinco-05	v#01108148	
SlaT-3277-n7	jugulo	v#v-w1220_MPf2_MP	iugulo-07/iugulo-10	v#01323958/v#02482425	
SlaT-3277-n13	cresco	v#v-w648_MPf4_MP	cresco-01	v#00155547	
SlaT-3277-n20	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3278-n1	ajo	v#v-w555_MPf2_MP	aio-NEW-16	v#01016002	report or mantain
SlaT-3278-n2	neco	v#v-w1208_MPf7_MP	neco-03	v#01323958	
SlaT-3278-n7	exagito	v#v-w1200_MPf3_MP	exagito-18	v#02585489	
SlaT-3278-n9	seditio	v#v-w1303_MPf1_MP			
SlaT-3279-n2	sum	v#v-w2_MPf98_MP	identity-91		
SlaT-3280-n1	do	v#v-w72_MPf26_MP	do-operam-NEW-01	v#02549581	take charge of or deal with
SlaT-3280-n3	concupio	v#v-w1168_MPf2_MP	concupio-01	v#01828405	
SlaT-3280-n13	sum	v#v-w2_MPf128_MP	have-place-91		
SlaT-3280-n16	proscribo	v#v-w1319_MPf2_MP	proscribo-04	v#02480923	
SlaT-3281-n3	traho	v#v-w196_MPf13_MP	traho-27	v#02677797	
SlaT-3281-n6	sum	v#v-w2_MPf227_MP	exist-91		
SlaT-3281-n14	sum	v#v-w2_MPf115_MP	doppio dativo?		
SlaT-3281-n23	jugulo	v#v-w1220_MPf3_MP	iugulo-07/iugulo-10	v#01323958/v#02482425	
SlaT-3281-n17	expleo	v#v-w880_MPf4_MP	expleo-02	v#00452512	
SlaT-3282-n3	vereor	v#v-w711_MPf3_MP	uereor-04	v#01780202	
SlaT-3282-n14	sum	v#v-w2_MPf102_MP	have-mod-91		
SlaT-3283-n1	credo	v#v-w146_MPf12_MP	credo-02	v#00683280	
SlaT-3283-n7	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3284-n2	educo^educere	v#v-w410_MPf18_MP	educo2-NEW-09	v#01995211	bring, take, or pull out of a container or from under a cover
SlaT-3284-n9	statuo	v#v-w624_MPf6_MP	statuo-06	v#00699815	
SlaT-3284-n13	moderor	v#v-w1184_MPf3_MP	moderor-10	v#02510337	
SlaT-3285-n1	egeo	v#v-w1109_MPf4_MP	egeo-04	v#02632353	
SlaT-3285-n5	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3285-n8	consilium	v#v-w316_MPf1_MP			
SlaT-3286-n2	obsto	v#v-w718_MPf2_MP	obsto-09	v#02557199	
SlaT-3286-n7	imitor	v#v-w757_MPf2_MP	imitor-01	v#01742886	
SlaT-3286-n9	alienus	v#v-w1336_MPf3_MP			
SlaT-3286-n10	sum	v#v-w2_MPf99_MP	have-mod-91		
3287a1	sumo	v#v-w14_MPf16_MP	sumo-05	v#00601822	
SlaT-3287-n7	sumo	v#v-w14_MPf16_MP	sumo-05	v#00601822	
SlaT-3288-n1	exsequor	v#v-w848_MPf3_MP	exsequor-11	v#02560767	
SlaT-3288-n3	video	v#v-w16_MPf43_MP	uideo-10	v#02133435	
SlaT-3288-n9	idoneus	v#v-w273_MPf5_MP			
SlaT-3288-n10	studium	v#v-w59_MPf6_MP			
SlaT-3289-n1	imitor	v#v-w757_MPf4_MP	imitor-01	v#01742886	
SlaT-3289-n2	invideo	v#v-w889_MPf2_MP	inuideo-02	v#01827619	
SlaT-3290-n3	animadverto	v#v-w914_MPf3_MP	animaduerto-13	v#02499629	
SlaT-3290-n7	imitor	v#v-w757_MPf2_MP	imitor-01	v#01742886	
SlaT-3290-n12	sumo	v#v-w14_MPf22_MP	sumo-NEW-22	v#02499629	[WN] impose a penalty on; inflict punishment on
SlaT-3290-n13	condemno	v#v-w1312_MPf3_MP	condemno-06	v#00906735	
SlaT-3290-n14	supplicium	v#v-w1159_MPf3_MP			
SlaT-3291-n1	paro	v#v-w572_MPf14_MP	paro-11	v#02327200 	
SlaT-3291-n3	adolesco	v#v-w1209_MPf2_MP	adolesco2-06	v#02540347	
SlaT-3291-n6	valeo	v#v-w622_MPf4_MP	ualeo-07	v#02536557	
3291a2	coepio	v#v-w575_MPf4_MP	coepio-01	v#00345761	
SlaT-3291-n10	circumvenio	v#v-w838_MPf4_MP	circumuenio-10	v#02500619	
SlaT-3291-n12	coepio	v#v-w575_MPf4_MP	coepio-01	v#00345761	
SlaT-3291-n16	fio	v#v-w565_MPf17_MP	facio-23	v#01712704	
SlaT-3291-n23	permitto	v#v-w107_MPf7_MP	permitto-01	v#00802946	
SlaT-3291-n27	damno	v#v-w654_MPf2_MP	damno-07	v#00906735	
SlaT-3292-n1	puto	v#v-w145_MPf13_MP	puto-09	v#00689344	
SlaT-3292-n3	causa	v#v-w258_MPf3_MP			
SlaT-3292-n6	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3292-n8	capio	v#v-w106_MPf11_MP	capio-06	v#00674607	
SlaT-3292-n9	consilium	v#v-w316_MPf1_MP			
SlaT-3293-n1	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3293-n16	facio	v#v-w76_MPf24_MP	facio-14	v#01617192	
3293a1	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3293-n9	retineo	v#v-w248_MPf4_MP	retineo-05	v#02679899	
SlaT-3293-n12	pario	v#v-w746_MPf3_MP	pario2-08	v#02238770	
SlaT-3294-n1	placeo	v#v-w585_MPf7_MP	placeo-07	v#02291135	
SlaT-3294-n4	dimitto	v#v-w649_MPf10_MP	dimitto-13	v#02421374	
SlaT-3294-n6	augeo	v#v-w395_MPf10_MP	augeo-13/augeo-17/augeo-19/augeo-23	v#00229605/v#00263904/ v#00434077/v#00555084	
3295a1	placeo	v#v-w585_MPf7_MP	placeo-07	v#02291135	
3295a4	dimitto	v#v-w649_MPf10_MP	dimitto-13	v#02421374	
3295a5	augeo	v#v-w395_MPf10_MP	augeo-13/augeo-17/augeo-19/augeo-23	v#00229605/v#00263904/ v#00434077/v#00555084	
SlaT-3296-n2	censeo	v#v-w6_MPf6_MP	censeo-15	v#01009821	
3297a1	censeo	v#v-w6_MPf5_MP	censeo-15	v#01009821	
SlaT-3297-n2	publico	v#v-w1374_MPf1_MP	publico-03	v#02273293	
SlaT-3297-n6	habeo	v#v-w73_MPf18_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3297-n9	valeo	v#v-w622_MPf5_MP	ualeo-04	v#02204692	
3298a1	censeo	v#v-w6_MPf7_MP	censeo-15	v#01009821	
SlaT-3298-n3	refero	v#v-w566_MPf11_MP	refero-09	v#00965035	
SlaT-3298-n8	ago	v#v-w250_MPf7_MP	ago-06	v#00813978	
3299a1	censeo	v#v-w6_MPf8_MP	censeo-15	v#01009821	
SlaT-3299-n1	existimo	v#v-w591_MPf10_MP	existimo-03	v#00689344	
SlaT-3299-n3	facio	v#v-w76_MPf43_MP	facio-23	v#01712704	
SlaT-3299-n5	facio	v#v-w76_MPf43_MP	facio-23	v#01712704	
SlaT-3300-n1	assentior	v#v-w1375_MPf1_MP	assentior-02	v#00804139	
SlaT-3300-n2	facio	v#v-w76_MPf21_MP	facio-25	v#01752884	
SlaT-3300-n5	dico	v#v-w9_MPf84_MP	dico2-08/dico2-18	v#00941990/v#01009240	
SlaT-3301-n2	habeo	v#v-w73_MPf16_MP	habeo-NEW-24	v#00989602	deliver (a speech, oration, or idea)
SlaT-3301-n7	rogo	v#v-w625_MPf3_MP	rogo-05	v#00785008	
SlaT-3302-n1	sum	v#v-w2_MPf96_MP	have-mod-91		
SlaT-3302-n2	longus	v#v-w1402_MPf3_MP			
SlaT-3302-n7	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3302-n9	considero	v#v-w27_MPf4_MP	considero-01	v#00630380	
SlaT-3302-n14	reputo	v#v-w167_MPf6_MP	reputo-01	v#00630380	
SlaT-3303-n1	video	v#v-w16_MPf41_MP	uideo-10	v#02133435	
SlaT-3303-n4	dissero	v#v-w42_MPf8_MP	dissero2-01	v#00813978	
SlaT-3303-n7	paro	v#v-w572_MPf12_MP	paro-07	v#01638368	
SlaT-3304-n2	moneo	v#v-w661_MPf3_MP	moneo-06	v#00871195	
SlaT-3304-n4	caveo	v#v-w843_MPf3_MP	caueo-14	v#02599878	
3304a2	moneo	v#v-w661_MPf3_MP	moneo-06	v#00871195	
SlaT-3304-n7	consulto	v#v-w1154_MPf4_MP	consulto-04	v#00813978	
SlaT-3304-n8	statuo	v#v-w624_MPf5_MP	statuo-06	v#00699815	
SlaT-3305-n1	persequor	v#v-w825_MPf3_MP	persequor-NEW-10		prosecute
SlaT-3305-n6	facio	v#v-w76_MPf17_MP	facio-23	v#01712704	
SlaT-3306-n1	imploro	v#v-w1376_MPf1_MP	imploro-01	v#00759269	
SlaT-3306-n2	provideo	v#v-w170_MPf9_MP	prouideo-01	v#00406963	
SlaT-3306-n3	accido^cado	v#v-w120_MPf9_MP	accido-01	v#00339934	
SlaT-3306-n5	evenio	v#v-w724_MPf5_MP	euenio-01	v#00339934	
SlaT-3307-n1	fio	v#v-w565_MPf7_MP	relinquo-05	v#01842367	
SlaT-3307-n2	capio	v#v-w106_MPf8_MP	capio-37	v#02272549	
SlaT-3307-n6	vinco	v#v-w143_MPf3_MP	uinco-05	v#01108148	
SlaT-3308-n2	appello	v#v-w607_MPf5_MP	appello-09	v#00989201	
SlaT-3308-n6	facio	v#v-w76_MPf16_MP	facio-NEW-44		value, esteem, regard
3308a1	facio	v#v-w76_MPf16_MP	facio-NEW-44		value, esteem, regard
SlaT-3309-n3	retineo	v#v-w248_MPf4_MP	retineo-05	v#02679899	
SlaT-3309-n5	sum	v#v-w2_MPf127_MP	have-mod-91		
SlaT-3309-n9	amplexor	v#v-w1377_MPf1_MP	amplexor-10	v#01776214	
SlaT-3309-n11	praebeo	v#v-w203_MPf4_MP	praebeo-09	v#02255462	
SlaT-3309-n15	expergiscor	v#v-w1242_MPf2_MP	expergiscor-02	v#02083806	
SlaT-3309-n17	capesso	v#v-w1378_MPf1_MP	capesso-15	v#02440770	
SlaT-3310-n1	ago	v#v-w250_MPf21_MP	ago-NEW-27		concern or affect, be about; [WN] be relevant to
SlaT-3311-n1	sum	v#v-w2_MPf102_MP	have-place-91		
SlaT-3312-n3	conscribo	v#v-w859_MPf5_MP	conscribo-07	v#02471327	
SlaT-3312-n4	facio	v#v-w76_MPf24_MP	facio-12	v#00983824	
SlaT-3312-n10	queror	v#v-w616_MPf3_MP	queror-02	v#00907147	
SlaT-3312-n17	habeo	v#v-w73_MPf68_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3312-n20	causa	v#v-w258_MPf3_MP			
SlaT-3312-n22	adverto	v#v-w247_MPf5_MP			
SlaT-3313-n1	condono	v#v-w1379_MPf1_MP	condono-03	v#00903385	
SlaT-3313-n2	facio	v#v-w76_MPf24_MP	facio-25	v#01752884	
SlaT-3313-n14	facio	v#v-w76_MPf45_MP	facio-23	v#01712704	
SlaT-3313-n15	libido	v#v-w1112_MPf9_MP	libido-01	n#04851715	
SlaT-3314-n3	pendo	v#v-w1380_MPf1_MP	pendo-01	v#00630380	
SlaT-3314-n7	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3314-n12	tolero	v#v-w782_MPf4_MP	tolero-03	v#01115916	
SlaT-3315-n1	ago	v#v-w250_MPf22_MP	ago-NEW-27		concern or affect, be about; [WN] be relevant to
SlaT-3315-n9	vivo	v#v-w503_MPf1_MP	uiuo-NEW-01	v#02614387	live, pass one's life; [WN] lead a certain kind of life; live in a certain style
SlaT-3315-n15	sum	v#v-w2_MPf216_MP	have-mod-91		
SlaT-3315-n24	sum	v#v-w2_MPf119_MP	belong-91		
SlaT-3315-n26	video	v#v-w16_MPf66_MP	uideo-10	v#02133435	
SlaT-3316-n1	nomino	v#v-w22_MPf15_MP	nomino-12	v#01024190	
SlaT-3317-n1	amitto	v#v-w596_MPf3_MP	amitto-12	v#02287789	
SlaT-3318-n1	sum	v#v-w2_MPf118_MP	have-mod-91		
3318a1	voco	v#v-w23_MPf5_MP	uoco-NEW-13	v#01030132	assign a name or title to
SlaT-3318-n3	largior	v#v-w955_MPf3_MP	largior-05	v#02264601	
SlaT-3318-n5	alienus	v#v-w1336_MPf3_MP			
SlaT-3318-n7	voco	v#v-w23_MPf2_MP	uoco-NEW-13	v#01030132	assign a name or title to
SlaT-3318-n15	sino	v#v-w719_MPf5_MP	sino-NEW-09	v#01494310	place, situate; [WN] put into a certain place or abstract location
SlaT-3319-n2	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3319-n4	habeo	v#v-w73_MPf17_MP	habeo-17	v#02604760	
SlaT-3319-n8	liberalis	v#v-w1158_MPf3_MP			
SlaT-3319-n11	sum	v#v-w2_MPf99_MP	have-mod-91		
SlaT-3320-n2	largior	v#v-w955_MPf3_MP	largior-05	v#02264601	
SlaT-3320-n6	eo	v#v-w470_MPf7_MP	eo-01	v#00149583	
SlaT-3320-n7	parco	v#v-w621_MPf3_MP	parco-NEW-05	v#02564674	have mercy upon, spare; [WN of spare] save or relieve from an experience or action
SlaT-3320-n8	scelero	v#v-w1381_MPf1_MP	scelero-NEW-04		be impious, wicked, infamous, vicious
SlaT-3320-n12	perdo	v#v-w533_MPf3_MP	perdo-02	v#01564144	
SlaT-3321-n1	dissero	v#v-w42_MPf6_MP	dissero2-01	v#00813978	
SlaT-3321-n15	existimo	v#v-w591_MPf7_MP	existimo-04	v#00689950	
SlaT-3321-n16	credo	v#v-w146_MPf31_MP	credo-07	v#00917300	
SlaT-3321-n20	memoro	v#v-w694_MPf12_MP	memoro-03	v#00953216	
3322a1	memoro	v#v-w694_MPf13_MP	memoro-03	v#00953216	
SlaT-3322-n1	habeo	v#v-w73_MPf16_MP	habeo-22	v#02649830	
SlaT-3322-n3	diversus	v#v-w323_MPf4_MP			
SlaT-3323-n3	censeo	v#v-w6_MPf9_MP	censeo-15	v#01009821	
SlaT-3323-n6	publico	v#v-w1374_MPf2_MP	publico-03	v#02273293	
3323a2	censeo	v#v-w6_MPf10_MP	censeo-15	v#01009821	
SlaT-3323-n8	habeo	v#v-w73_MPf18_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3323-n11	timeo	v#v-w567_MPf4_MP	timeo-01	v#01780202	
SlaT-3323-n13	eripio	v#v-w588_MPf14_MP	eripio-10	v#02551144	
SlaT-3323-n14	sum	v#v-w2_MPf128_MP	have-place-91		
SlaT-3323-n18	conjuratio	v#v-w1094_MPf4_MP	coniuratio-05	n#05908882	
SlaT-3323-n20	conduco	v#v-w930_MPf5_MP	conduco-10	v#02208537	
SlaT-3324-n3	sum	v#v-w2_MPf245_MP	have-place-91		
SlaT-3324-n13	possum	v#v-w197_MPf3_MP			
SlaT-3324-n18	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3324-n20	defendo	v#v-w620_MPf9_MP	defendo-10	v#01129876	
SlaT-3325-n1	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3325-n5	consilium	v#v-w316_MPf1_MP	consilium-15	n#06671484	
SlaT-3325-n7	metuo	v#v-w615_MPf2_MP	metuo-04	v#01780729	
SlaT-3326-n10	timeo	v#v-w567_MPf5_MP	timeo-01	v#01780202	
SlaT-3326-n2	timeo	v#v-w567_MPf5_MP	timeo-01	v#01780202	
SlaT-3327-n1	habeo	v#v-w73_MPf71_MP	habeo-07	v#00689950	
SlaT-3327-n4	statuo	v#v-w624_MPf7_MP	statuo-04	v#00697589	
SlaT-3327-n11	decerno	v#v-w635_MPf15_MP	decerno-02	v#00697589	
SlaT-3327-n17	conjuro	v#v-w1029_MPf6_MP	coniuro-02	v#00706975	
SlaT-3328-n2	ago	v#v-w250_MPf17_MP	ago-17	v#02367363	
SlaT-3328-n7	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3329-n1	assum	v#v-w592_MPf2_MP	adsum-NEW-06	v#00425071	come, appear; [WN] come into being or existence, or appear on the scene
SlaT-3329-n2	video	v#v-w16_MPf20_MP	uideo-09	v#02129289	
SlaT-3329-n3	langueo	v#v-w1339_MPf2_MP	langueo-06	v#02740204	
SlaT-3330-n1	existimo	v#v-w591_MPf3_MP	existimo-01	v#00631737	
SlaT-3330-n2	facio	v#v-w76_MPf57_MP	facio-05	v#00120675	
SlaT-3331-n1	habeo	v#v-w73_MPf65_MP	habeo-NEW-25	TBD	hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity
SlaT-3331-n2	sum	v#v-w2_MPf113_MP	have-mod-91		
SlaT-3332-n1	sum	v#v-w2_MPf115_MP	belong-91		
3332a1	sum	v#v-w2_MPf115_MP	belong-91		
SlaT-3333-n2	sum	v#v-w2_MPf113_MP	identity-91		
SlaT-3333-n5	facio	v#v-w76_MPf27_MP	facio-05	v#00120675	
SlaT-3333-n9	sum	v#v-w2_MPf119_MP	have-mod-91		
3334a1	sum	v#v-w2_MPf100_MP	identity-91		
SlaT-3334-n9	liber^solutus	v#v-w1135_MPf5_MP	liber-05	a#01061489	
SlaT-3334-n10	consulo	v#v-w630_MPf7_MP	consulo-04	v#00699626	
SlaT-3334-n11	obnoxius	v#v-w1205_MPf2_MP			
SlaT-3334-n16	libido	v#v-w1112_MPf5_MP			
SlaT-3335-n4	habeo	v#v-w73_MPf15_MP	have-91		
3335a1	habeo	v#v-w73_MPf15_MP	have-91		
3335a2	habeo	v#v-w73_MPf15_MP	have-91		
SlaT-3336-n2	laudo	v#v-w594_MPf8_MP	laudo-04/laudo-05	v#00860620/v#00880780	
SlaT-3336-n4	sequor	v#v-w109_MPf22_MP	sequor-13	v#02346895	
SlaT-3337-n2	discrimen	v#v-w1408_MPf1_MP	discrimen-05	n#05748285	
SlaT-3337-n7	possideo	v#v-w812_MPf4_MP	possideo-02	v#02203362	
SlaT-3339-n1	fio	v#v-w565_MPf18_MP	fio-03	v#00340704	
SlaT-3339-n3	capio	v#v-w106_MPf11_MP	capio-06	v#00674607	
SlaT-3339-n8	consilium	v#v-w316_MPf1_MP	consilium-08	n#05838176	
3339a3	servio	v#v-w760_MPf5_MP	seruio-03	v#02540670	
SlaT-3339-n12	servio	v#v-w760_MPf5_MP	seruio-03	v#02540670	
SlaT-3339-n18	fio	v#v-w565_MPf14_MP	fio-02	v#00339934	
SlaT-3339-n21	vacuus	v#v-w1201_MPf2_MP			
SlaT-3340-n2	omitto	v#v-w659_MPf4_MP	omitto-05	v#00616857	
SlaT-3341-n2	conjuro	v#v-w1029_MPf5_MP	coniuro-02	v#00706975	
SlaT-3341-n5	incendo	v#v-w762_MPf3_MP	incendo-04/incendo-05	v#01761706/v#02116118	
SlaT-3341-n7	arcesso	v#v-w884_MPf4_MP	arcesso-06	v#01063695	
SlaT-3341-n10	infestus	v#v-w1367_MPf1_MP			
SlaT-3341-n14	sum	v#v-w2_MPf143_MP	have-place-91		
SlaT-3342-n3	cunctor	v#v-w1342_MPf2_MP	cunctor-08	v#02640440	
SlaT-3342-n6	dubito	v#v-w608_MPf6_MP	dubito-04	v#01831308	
SlaT-3342-n7	facio	v#v-w76_MPf13_MP	facio-25	v#01752884	
SlaT-3342-n9	deprehendo	v#v-w797_MPf3_MP	deprehendo-07	v#01215137	
SlaT-3343-n1	censeo	v#v-w6_MPf11_MP	censeo-NEW-20	v#00875394	propose; [WN] make a proposal, declare a plan for something
SlaT-3343-n3	misereor	v#v-w1299_MPf3_MP	misereo-NEW-02	v#00905399	show mercy; [WN] grant a pardon to
SlaT-3343-n4	delinquo	v#v-w1368_MPf2_MP	delinquo-05	v#02566528	
SlaT-3343-n8	dimitto	v#v-w649_MPf12_MP	dimitto-13	v#02421374	
SlaT-3343-n9	armo	v#v-w865_MPf3_MP	armo-06	v#01088381	
SlaT-3344-n1	converto	v#v-w686_MPf5_MP	conuerto-06	v#00382635	
SlaT-3344-n8	capio	v#v-w106_MPf11_MP	capio-19	v#01216670	
SlaT-3345-n2	sum	v#v-w2_MPf104_MP	have-mod-91		
SlaT-3345-n7	timeo	v#v-w567_MPf6_MP	timeo-01	v#01780202	
3346a1	timeo	v#v-w567_MPf6_MP	timeo-01	v#01780202	
SlaT-3347-n2	cunctor	v#v-w1342_MPf2_MP	cunctor-08	v#02640440	
